,Product,Manufacturer,Architecture,Released,BUS,Memory,GPU.Clock,Memory.Clock,Shaders.TMUs.ROPs,Production.Status
1086,Radeon 9700 PRO X4,ATI,R300,"Aug 19th, 2002",PCI,"128 MB, DDR, 256 bit",325 MHz,310 MHz,8 / 4 / 8 / 8,End-of-life
1087,Radeon IGP 320,ATI,RS100,"Oct 5th, 2002",AGP 4x,System Shared,160 MHz,System Shared,1 / 0 / 1 / 1,End-of-life
1088,Radeon IGP 320M,ATI,RS100,"Oct 5th, 2002",AGP 4x,System Shared,160 MHz,System Shared,1 / 0 / 1 / 1,End-of-life
1089,Radeon IGP 330M,ATI,RS200,"May 1st, 2002",AGP 4x,System Shared,183 MHz,System Shared,0 / 1 / 2 / 2,End-of-life
1090,Radeon IGP 340,ATI,RS200,"Oct 5th, 2002",AGP 4x,System Shared,183 MHz,System Shared,0 / 1 / 2 / 2,End-of-life
1091,Radeon IGP 340M,ATI,RS200,"Oct 5th, 2002",AGP 4x,System Shared,183 MHz,System Shared,0 / 1 / 2 / 2,End-of-life
1092,Radeon IGP 345M,ATI,RS200,"Oct 5th, 2002",AGP 4x,System Shared,183 MHz,System Shared,2 / 1 / 2 / 2,End-of-life
1093,Radeon IGP 350M,ATI,RS200,"Oct 5th, 2002",AGP 4x,System Shared,183 MHz,System Shared,0 / 1 / 2 / 2,End-of-life
1094,All-In-Wonder Radeon 8500,ATI,R200,"Nov 14th, 2001",AGP 8x,"128 MB, DDR, 128 bit",275 MHz,275 MHz,4 / 2 / 8 / 4,End-of-life
1095,All-In-Wonder Radeon 8500DV,ATI,R200,"Aug 30th, 2001",AGP 8x,"64 MB, DDR, 128 bit",230 MHz,190 MHz,4 / 2 / 8 / 4,End-of-life
1096,Fire GL4,ATI,RC1000,"Mar 14th, 2001",AGP Pro 8x,"128 MB, DDR, 256 bit",150 MHz,150 MHz,2 / 1 / 4 / 1,End-of-life
1097,FireGL 8700,ATI,R200,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,270 MHz,4 / 2 / 8 / 4,End-of-life
1098,FireGL 8800,ATI,R200,"Aug 14th, 2001",AGP 4x,"128 MB, DDR, 128 bit",300 MHz,290 MHz,4 / 2 / 8 / 4,End-of-life
1099,Mobility FireGL 7800,ATI,M7,"Sep 29th, 2001",AGP 4x,"64 MB, DDR, 128 bit",280 MHz,200 MHz,2 / 0 / 2 / 2,End-of-life
1100,Mobility Radeon 7500,ATI,M7,"Dec 1st, 2001",AGP 4x,"32 MB, DDR, 64 bit",280 MHz,200 MHz,2 / 0 / 2 / 1,End-of-life
1101,Mobility Radeon 7500,ATI,M7,"Dec 1st, 2001",AGP 4x,"32 MB, DDR, 64 bit",230 MHz,183 MHz,2 / 1 / 2 / 1,End-of-life
1102,Mobility Radeon 7500C,ATI,M7,"Dec 1st, 2001",AGP 4x,"16 MB, DDR, 64 bit",230 MHz,183 MHz,2 / 1 / 2 / 1,End-of-life
1103,Radeon 7000,ATI,RV100,"Feb 19th, 2001",AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,End-of-life
1104,Radeon 7000 PCI,ATI,RV100,"Feb 19th, 2001",PCI,"32 MB, DDR, 64 bit",133 MHz,133 MHz,1 / 0 / 3 / 1,End-of-life
1105,Radeon 7500,ATI,RV200,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",290 MHz,230 MHz,2 / 1 / 6 / 2,End-of-life
1106,Radeon 7500 LE,ATI,RV200,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",250 MHz,175 MHz,2 / 1 / 6 / 2,End-of-life
1107,Radeon 8500,ATI,R200,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",275 MHz,275 MHz,4 / 2 / 8 / 4,End-of-life
1108,Radeon DDR VIVO,ATI,Rage 6,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",183 MHz,183 MHz,2 / 1 / 6 / 2,End-of-life
1109,Radeon DDR VIVO OEM,ATI,Rage 6,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,End-of-life
1110,Radeon DDR VIVO SE,ATI,Rage 6,"Aug 14th, 2001",AGP 4x,"64 MB, DDR, 128 bit",187 MHz,180 MHz,2 / 1 / 6 / 2,End-of-life
1111,Radeon LE,ATI,Rage 6,"May 1st, 2001",AGP 4x,"32 MB, DDR, 128 bit",148 MHz,148 MHz,2 / 1 / 6 / 2,End-of-life
1112,Radeon VE AGP,ATI,Rage 6,"Feb 19th, 2001",AGP 4x,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,End-of-life
1113,Radeon VE PCI,ATI,Rage 6,"Feb 19th, 2001",PCI,"32 MB, DDR, 64 bit",183 MHz,183 MHz,1 / 0 / 3 / 1,End-of-life
1114,All-In-Wonder Radeon 7200,ATI,R100,"Jul 31st, 2000",PCI,"32 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,End-of-life
1115,Fire GL2,ATI,RC1000,"Jun 1st, 2000",AGP 4x,"64 MB, DDR, 256 bit",120 MHz,120 MHz,2 / 1 / 4 / 1,End-of-life
1116,Fire GL3,ATI,RC1000,"Jun 1st, 2000",AGP 4x,"128 MB, DDR, 256 bit",120 MHz,125 MHz,2 / 1 / 4 / 1,End-of-life
1117,GameCube GPU,ATI,Flipper,"Aug 24th, 2000",IGP,"16 MB, SDR, 64 bit",162 MHz,162 MHz,4 / 1 / 4 / 4,End-of-life
1118,Radeon 7200,ATI,R100,"Jun 1st, 2000",AGP 4x,"32 MB, SDR, 128 bit",143 MHz,143 MHz,2 / 1 / 6 / 2,End-of-life
1119,Radeon 7200,ATI,R100,"Apr 1st, 2000",AGP 4x,"32 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,End-of-life
1120,Radeon 7200 64 MB,ATI,R100,"Apr 1st, 2000",AGP 4x,"64 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,End-of-life
1121,Radeon DDR,ATI,Rage 6,"Apr 1st, 2000",AGP 4x,"32 MB, DDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,End-of-life
1122,Radeon DDR MAXX,ATI,Rage 6,"Jun 1st, 2000",AGP 2x,"32 MB, DDR, 128 bit",148 MHz,148 MHz,2 / 1 / 6 / 2,End-of-life
1123,Radeon SDR,ATI,Rage 6,"Jun 1st, 2000",AGP 4x,"32 MB, SDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,End-of-life
1124,Radeon SDR PCI,ATI,Rage 6,"Jun 1st, 2000",PCI,"32 MB, SDR, 128 bit",166 MHz,166 MHz,2 / 1 / 6 / 2,End-of-life
1125,All-In-Wonder 128,ATI,Rage 128,"Jun 16th, 1999",AGP 4x,"32 MB, SDR, 128 bit",90 MHz,90 MHz,2 / 0 / 2 / 2,End-of-life
1126,All-In-Wonder 128 PCI,ATI,Rage 128,"Jun 16th, 1999",PCI,"16 MB, SDR, 128 bit",90 MHz,90 MHz,2 / 0 / 2 / 2,End-of-life
1127,All-In-Wonder 128 PRO,ATI,Rage 128 PRO,"Jun 16th, 1999",AGP 4x,"32 MB, SDR, 128 bit",120 MHz,120 MHz,2 / 0 / 2 / 2,End-of-life
1128,All-In-Wonder 128 PRO Ultra,ATI,Rage 128,"Jun 16th, 1999",AGP 4x,"32 MB, SDR, 128 bit",134 MHz,134 MHz,2 / 0 / 2 / 2,End-of-life
1129,Fire GL1,ATI,IBM,"Mar 1st, 1999",AGP 2x,"32 MB, SDR, 256 bit",45 MHz,100 MHz,2 / 0 / 1 / 1,End-of-life
1130,Rage 128 PRO,ATI,Rage 128 PRO,"Aug 1st, 1999",AGP 4x,"32 MB, SDR, 128 bit",118 MHz,143 MHz,2 / 0 / 2 / 2,End-of-life
1131,Rage 128 PRO Ultra,ATI,Rage 128 PRO,"Aug 1st, 1999",AGP 4x,"32 MB, SDR, 64 bit",130 MHz,130 MHz,2 / 0 / 2 / 2,End-of-life
1132,Rage 128 Ultra,ATI,Rage 128 PRO,"Aug 1st, 1999",AGP 4x,"16 MB, DDR, 64 bit",130 MHz,130 MHz,2 / 0 / 2 / 2,End-of-life
1133,Rage Fury,ATI,Rage 128 PRO,"Aug 1st, 1999",AGP 2x,"32 MB, SDR, 128 bit",80 MHz,120 MHz,2 / 0 / 2 / 2,End-of-life
1134,Rage Fury MAXX,ATI,Rage 128 PRO,"Oct 1st, 1999",AGP 4x,"32 MB, SDR, 128 bit",125 MHz,143 MHz,2 / 0 / 2 / 2,End-of-life
1135,Rage Mobility 128 AGP 2X,ATI,M3,"Oct 1st, 1999",AGP 2x,"16 MB, SDR, 64 bit",105 MHz,105 MHz,2 / 0 / 2 / 2,End-of-life
1136,Rage Mobility 128 AGP 4X,ATI,M4,"Oct 1st, 1999",AGP 4x,"16 MB, DDR, 64 bit",105 MHz,105 MHz,2 / 0 / 2 / 2,End-of-life
1137,Rage Mobility-CL,ATI,Rage Mobility,"Feb 1st, 1999",AGP 2x,"8 MB, SDR, 64 bit",75 MHz,70 MHz,1 / 0 / 1 / 1,End-of-life
1138,Rage Mobility-M,ATI,Rage Mobility,"Feb 1st, 1999",AGP 2x,"4 MB, SDR, 64 bit",75 MHz,70 MHz,1 / 0 / 1 / 1,End-of-life
1139,Rage Mobility-M1,ATI,M1,"Feb 1st, 1999",AGP 2x,"8 MB, SDR, 64 bit",83 MHz,125 MHz,2 / 0 / 2 / 2,End-of-life
1140,Rage Mobility-M3,ATI,M3,"Oct 1st, 1999",AGP 2x,"8 MB, SDR, 64 bit",105 MHz,105 MHz,2 / 0 / 2 / 2,End-of-life
1141,Rage Mobility-M4,ATI,M4,"Oct 1st, 1999",AGP 4x,"16 MB, SDR, 64 bit",105 MHz,105 MHz,2 / 0 / 2 / 2,End-of-life
1142,Rage Mobility-P,ATI,Rage Mobility,"Feb 1st, 1999",AGP 2x,"8 MB, SDR, 64 bit",75 MHz,70 MHz,1 / 0 / 1 / 1,End-of-life
1143,Rage XL PCI,ATI,Rage XL,"Jan 11th, 1999",PCI,"8 MB, SDR, 32 bit",83 MHz,83 MHz,1 / 0 / 1 / 1,End-of-life
1144,Rage 128 GL,ATI,Rage 128,"Aug 27th, 1998",AGP 2x,"32 MB, SDR, 128 bit",80 MHz,60 MHz,2 / 0 / 2 / 2,End-of-life
1145,Rage 128 GL PCI,ATI,Rage 128,"Aug 27th, 1998",PCI,"32 MB, SDR, 128 bit",103 MHz,103 MHz,2 / 0 / 2 / 2,End-of-life
1146,Rage 128 PRO Ultra GL,ATI,Rage 128,"Aug 1st, 1998",AGP 4x,"16 MB, DDR, 64 bit",130 MHz,130 MHz,2 / 0 / 2 / 2,End-of-life
1147,Rage 128 VR AGP,ATI,Rage 128,"Aug 1st, 1998",AGP 2x,"32 MB, DDR, 64 bit",80 MHz,125 MHz,2 / 0 / 2 / 2,End-of-life
1148,Rage 128 VR PCI,ATI,Rage 128,"Aug 1st, 1998",PCI,"32 MB, DDR, 64 bit",80 MHz,125 MHz,2 / 0 / 2 / 2,End-of-life
1149,Rage XL PCI,ATI,Rage XL,"Aug 1st, 1998",PCI,"8 MB, SDR, 64 bit",125 MHz,83 MHz,1 / 0 / 1 / 1,End-of-life
1150,3D Rage PRO AGP,ATI,Rage PRO,"Mar 1st, 1997",AGP 2x,"2 MB, SDR, 64 bit",75 MHz,75 MHz,1 / 0 / 1 / 1,End-of-life
1151,3D Rage PRO PCI,ATI,Rage PRO,"Mar 1st, 1997",PCI,"8 MB, SDR, 64 bit",75 MHz,75 MHz,1 / 0 / 1 / 1,End-of-life
1152,Rage LT PRO AGP,ATI,Mach64 LT,"Nov 1st, 1997",AGP 2x,"8 MB, SDR, 64 bit",75 MHz,100 MHz,1 / 0 / 1 / 1,End-of-life
1153,Rage LT PRO AGP,ATI,Mach64 LT,"Nov 1st, 1997",AGP 2x,"8 MB, SDR, 64 bit",75 MHz,100 MHz,1 / 0 / 1 / 1,End-of-life
1154,Rage PRO Turbo AGP,ATI,Rage PRO Turbo,"Mar 1st, 1997",AGP 2x,"4 MB, SDR, 64 bit",75 MHz,75 MHz,1 / 0 / 1 / 1,End-of-life
1155,Rage PRO Turbo PCI,ATI,Rage PRO Turbo,"Mar 1st, 1997",PCI,"8 MB, SDR, 64 bit",75 MHz,75 MHz,1 / 0 / 1 / 1,End-of-life
1156,3D Rage,ATI,Mach64 GT,"Apr 1st, 1996",PCI,"2 MB, EDO, 64 bit",44 MHz,66 MHz,1 / 0 / 1 / 1,End-of-life
1157,3D Rage II,ATI,Mach64 GT-B,"Sep 5th, 1996",PCI,"4 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,End-of-life
1158,3D Rage II+ DVD,ATI,Mach64 GT-B,"Sep 1st, 1996",PCI,"4 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,End-of-life
1159,3D Rage IIC AGP,ATI,Rage IIC,"Sep 1st, 1996",AGP 2x,"4 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,End-of-life
1160,3D Rage IIC PCI,ATI,Rage IIC,"Sep 1st, 1996",PCI,"2 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,End-of-life
1161,All-In-Wonder 3D Rage II+ DVD,ATI,Mach64 GT-B,"Sep 1st, 1996",PCI,"4 MB, SDR, 64 bit",60 MHz,83 MHz,1 / 0 / 1 / 1,End-of-life
1162,Video Xpression,ATI,Mach64,"May 21st, 1996",PCI,"1 MB, EDO, 64 bit",62 MHz,62 MHz,1 / 0 / 0 / 1,End-of-life
1163,Video Xpression+,ATI,Mach64,"May 1st, 1996",PCI,"2 MB, EDO, 64 bit",62 MHz,62 MHz,1 / 0 / 0 / 1,End-of-life
1164,Graphics Pro Turbo,ATI,Mach64,1995,PCI,"2 MB, VRAM, 64 bit",40 MHz,40 MHz,1 / 0 / 0 / 1,End-of-life
1165,Graphics Xpression,ATI,Mach64,"Nov 1st, 1995",PCI,"2 MB, EDO, 64 bit",40 MHz,40 MHz,1 / 0 / 0 / 1,End-of-life
1166,Graphics Xpression ISA,ATI,Mach64,1995,PCI,"2 MB, DRAM, 64 bit",40 MHz,40 MHz,1 / 0 / 0 / 1,End-of-life
1167,Video Xpression,ATI,Mach64,"Oct 23rd, 1995",PCI,"1 MB, EDO, 64 bit",62 MHz,66 MHz,1 / 0 / 0 / 1,End-of-life
1168,WinBoost,ATI,Mach64,"Nov 1st, 1995",PCI,"2 MB, EDO, 64 bit",40 MHz,40 MHz,1 / 0 / 0 / 1,End-of-life
1169,WinCharger,ATI,Mach64,"Nov 1st, 1995",PCI,"2 MB, EDO, 64 bit",40 MHz,40 MHz,1 / 0 / 0 / 1,End-of-life
1170,WinTurbo,ATI,Mach64,1995,PCI,"2 MB, VRAM, 64 bit",40 MHz,40 MHz,1 / 0 / 0 / 1,End-of-life
1171,Graphics Ultra Pro PCI,ATI,Mach32,1993,PCI,"1 MB, DRAM, 64 bit",66 MHz,83 MHz,1 / 0 / 0 / 1,End-of-life
1172,Graphics Ultra Pro VLB,ATI,Mach32,1993,VLB,"1 MB, VRAM, 64 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1173,Graphics Ultra XLR VLB,ATI,Mach32,1993,VLB,"1 MB, VRAM, 64 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1174,8514-Ultra,ATI,Mach8,1992,ISA 16-bit,"1 MB, VRAM, 32 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1175,Graphics Ultra,ATI,Mach8,1992,ISA 16-bit,"1 MB, VRAM, 32 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1176,Graphics Ultra Pro ISA,ATI,Mach32,1992,ISA 16-bit,"2 MB, DRAM, 64 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1177,Graphics Ultra Pro ISA,ATI,Mach32,1992,ISA 16-bit,"2 MB, DRAM, 64 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1178,Graphics Vantage,ATI,Mach8,1992,ISA 16-bit,"1 MB, DRAM, 32 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1179,Graphics Wonder PCI,ATI,Mach32,1992,PCI,"1 MB, DRAM, 64 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1180,Graphics Wonder VLB,ATI,Mach32,1992,VLB,"1 MB, DRAM, 64 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1181,VGA Wonder XL24,ATI,28800-6,"Mar 16th, 1992",ISA 16-bit,"1 MB, DRAM, 32 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1182,VGA Wonder,ATI,18800-1,"Feb 5th, 1990",ISA 8-bit,"256 KB, DRAM, 32 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1183,VGA Wonder+,ATI,28800-5,"Nov 1st, 1990",ISA 16-bit,"512 KB, DRAM, 32 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1184,EGA Wonder 480,ATI,16899-0,"Dec 26th, 1988",ISA 8-bit,"256 KB, DRAM, 32 bit",10 MHz,8 MHz,1 / 0 / 0 / 1,End-of-life
1185,EGA Wonder 800+,ATI,18800-1,1988,ISA 8-bit,"256 KB, DRAM, 32 bit",25 MHz,8 MHz,1 / 0 / 0 / 1,End-of-life
1186,EGA Wonder 800,ATI,16899-0,"Nov 16th, 1987",ISA 8-bit,"256 KB, DRAM, 32 bit",10 MHz,8 MHz,1 / 0 / 0 / 1,End-of-life
1187,Graphics Solution Plus,ATI,CW16800-B,"Mar 23rd, 1987",ISA 8-bit,"64 KB, DRAM, 32 bit",10 MHz,5 MHz,0 / 0 / 0 / 0,End-of-life
1188,VGA Improved Performance,ATI,16899-0,"Sep 28th, 1987",ISA 8-bit,"256 KB, DRAM, 32 bit",10 MHz,10 MHz,1 / 0 / 0 / 1,End-of-life
1189,Color Emulation Card,ATI,CW16800-A,"Aug 4th, 1986",ISA 8-bit,"32 KB, DRAM, 32 bit",10 MHz,5 MHz,0 / 0 / 0 / 0,End-of-life
1190,Graphics Solution,ATI,CW16800-A,"Sep 22nd, 1986",ISA 8-bit,"64 KB, DRAM, 32 bit",10 MHz,5 MHz,0 / 0 / 0 / 0,End-of-life
