id,game,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating
65922,MiG-29 Fulcrum,2009,6,68,11,11,76.43%
65923,Time Gentlemen  Please!,2009,35,545,130,130,76.42%
65924,Warfare,2009,12,159,32,32,76.42%
65925,Fallout Tactics,2009,222,"1,638",430,430,76.27%
65926,Project Freedom,2009,6,143,29,29,76.11%
65927,Far Cry 2,2009,2420,"10,496","3,051","3,051",75.91%
65928,Dark Sector,2009,31,541,134,134,75.91%
65929,Tom Clancy's EndWar,2009,160,620,158,158,75.69%
65930,World of Zoo,2009,34,173,38,38,75.61%
65931,Sherlock Holmes versus Jack the Ripper,2009,116,737,192,192,75.59%
65932,Drakensang,2009,124,467,118,118,75.45%
65933,TimeShift,2009,205,916,247,247,75.33%
65934,Saints Row 2,2009,6509,"14,003","4,263","4,263",75.27%
65935,Jewel Quest,2009,18,35,5,5,75.24%
65936,Roogoo,2009,21,269,65,65,75.23%
65937,Hearts of Iron III,2009,1551,"4,269","1,262","1,262",75.15%
65938,Mightier,2009,7,34,5,5,74.93%
65939,Combat Wings: Battle of Britain,2009,33,529,142,142,74.77%
65940,Nancy Drew Dossier: Resorting to Danger!,2009,15,71,14,14,74.76%
65941,Need for Speed: SHIFT,2009,621,"2,094",618,618,74.69%
65942,Ceville,2009,15,135,31,31,74.61%
65943,Coconut Queen,2009,7,14,1,1,74.53%
65944,FLOCK!,2009,45,170,41,41,74.47%
65945,Second Sight,2009,11,126,29,29,74.45%
65946,Two Worlds: Epic Edition,2009,9281,"3,936","1,252","1,252",73.90%
65947,Kingpin,2009,15,282,77,77,73.70%
65948,Nancy Drew: The Haunting of Castle Malloy,2009,28,113,28,28,73.36%
65949,F-16 Multirole Fighter,2009,10,85,20,20,73.35%
65950,The Bard's Tale,2009,322,915,282,282,73.31%
65951,Amazing Adventures Around the World,2009,28,56,12,12,73.31%
65952,ItzaZoo,2009,9,12,1,1,73.19%
65953,Indiana Jones and the Last Crusade,2009,18,214,59,59,73.15%
65954,The Path,2009,83,643,197,197,73.05%
65955,Supreme Ruler 2020: Gold,2009,221,182,50,50,72.93%
65956,Virtual Families,2009,20,43,9,9,72.80%
65957,Delta Force: Xtreme,2009,12,115,30,30,72.77%
65958,Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood ,2009,22,91,23,23,72.68%
65959,Kuros,2009,3,11,1,1,72.42%
65960,Zenerchi,2009,5,11,1,1,72.42%
65961,Mystery P.I.: The New York Fortune,2009,14,27,5,5,72.38%
65962,Delta Force: Task Force Dagger,2009,19,111,30,30,72.26%
65963,MDK,2009,9,229,68,68,72.23%
65964,Larva Mortus,2009,40,560,180,180,72.16%
65965,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,2009,1944,"6,458","2,310","2,310",72.12%
65966,Championship Manager 2010,2009,447,97,26,26,72.10%
65967,Harvest: Massive Encounter,2009,53,113,33,33,71.30%
65968,The Wizard's Pen,2009,9,28,6,6,71.26%
65969,Chains,2009,26,452,153,153,71.12%
65970,Blueberry Garden,2009,14,114,34,34,71.03%
65971,Gratuitous Space Battles,2009,3231,602,210,210,70.93%
65972,Magnetis,2009,8,33,8,8,70.59%
65973,Bionic Commando,2009,200,"1,047",384,384,70.57%
65974,Paws & Claws: Pet School,2009,4,9,1,1,70.57%
65975,Light of Altair,2009,67,36,9,9,70.52%
65976,Restaurant Empire II,2009,47,239,81,81,70.34%
65977,Grand Ages: Rome,2009,308,509,184,184,70.18%
65978,Build-A-Lot 3,2009,9,12,2,2,69.91%
65979,Elven Legacy,2009,46,113,38,38,69.36%
65980,Order of War,2009,170,422,159,159,69.30%
65981,Sherlock Holmes: The Awakened (2008),2009,85,446,169,169,69.26%
65982,Wedding Dash 2: Rings Around the World,2009,17,38,11,11,69.07%
65983,Battlestations: Pacific,2009,380,"1,722",713,713,68.74%
65984,Hammerfight,2009,636,"1,318",544,544,68.63%
65985,Nancy Drew: The White Wolf of Icicle Creek,2009,38,123,44,44,68.59%
65986,Mystery P.I.: Lost in Los Angeles,2009,20,30,9,9,68.05%
65987,Armored Fist 3,2009,7,51,17,17,68.01%
65988,America's Army 3,2009,5735,"1,675",721,721,68.00%
65989,Rise of the Argonauts,2009,203,510,210,210,67.96%
65990,Port Royale 2,2009,82,376,156,156,67.55%
65991,Cake Mania,2009,12,57,20,20,67.55%
65992,Diaper Dash,2009,5,18,5,5,67.40%
65993,Majesty 2,2009,773,667,293,293,67.01%
65994,King Arthur - The Role-playing Wargame,2009,3042,384,165,165,66.96%
65995,Helldorado,2009,50,102,40,40,66.93%
65996,And Yet It Moves,2009,4148,838,376,376,66.78%
65997,Operation Flashpoint: Dragon Rising,2009,943,"1,519",711,711,66.34%
65998,Clutch,2009,11,146,62,62,66.15%
65999,Call of Cthulhu: Dark Corners of the Earth,2009,87,"1,925",917,917,66.12%
66000,Watchmen: The End Is Nigh,2009,123,335,150,150,66.11%
66001,NecroVisioN,2009,222,920,435,435,65.86%
66002,Nancy Drew: The Creature of Kapu Cave,2009,19,78,32,32,65.84%
66003,Build-A-Lot 4,2009,12,18,6,6,65.51%
66004,Space Giraffe,2009,4,52,21,21,65.42%
66005,Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009,34,112,49,49,65.34%
66006,Cooking Dash,2009,14,67,28,28,65.33%
66007,Earthworm Jim 2,2009,5,69,29,29,65.29%
66008,Chocolatier: Decadence by Design,2009,18,136,61,61,65.16%
66009,Rogue Warrior,2009,37,852,417,417,65.15%
66010,Street Fighter IV,2009,894,340,161,161,65.12%
66011,Escape Rosecliff Island,2009,157,162,77,77,64.37%
66012,Lucidity,2009,6,44,19,19,64.17%
66013,Codename: Panzers - Cold War,2009,102,156,78,78,63.44%
66014,Chronicles of Mystery: The Scorpio Ritual,2009,9,90,44,44,63.24%
66015,Alien Shooter: Revisited,2009,919,409,216,216,63.22%
66016,Nancy Drew Dossier: Lights  Camera  Curses!,2009,12,42,20,20,62.64%
66017,Nancy Drew: Ransom of the Seven Ships ,2009,20,40,19,19,62.61%
66018,QuantZ,2009,4,30,14,14,62.40%
66019,Smashball,2009,971,160,85,85,62.39%
66020,Watchmen: The End Is Nigh Part 2,2009,33,133,70,70,62.39%
66021,Yumsters! 2: Around the World!,2009,6,57,29,29,62.04%
66022,ItzaBitza,2009,11,8,3,3,61.97%
66023,F-22 Lightning 3,2009,8,99,53,53,61.80%
66024,Ankh 3: Battle of the Gods,2009,5,23,11,11,61.60%
66025,Metal Drift,2009,77,87,47,47,61.52%
66026,Ankh 2: Heart of Osiris,2009,12,37,19,19,61.31%
66027,3D Ultra Minigolf Adventures Deluxe,2009,16,75,41,41,61.16%
66028,X-Blades,2009,4840,"1,905","1,175","1,175",60.79%
66029,Monster Trucks Nitro,2009,157,29,16,16,59.88%
66030,Bionic Commando Rearmed,2009,102,587,376,376,59.57%
66031,Foreign Legion: Buckets of Blood,2009,14,192,120,120,59.49%
66032,Maelstrom,2009,65,93,57,57,59.35%
66033,BC Kings,2009,27,117,73,73,59.20%
66034,The Graveyard,2009,12,354,230,230,59.06%
66035,Dangerous High School Girls in Trouble!,2009,70,121,79,79,58.37%
66036,Yosumin!,2009,39,122,80,80,58.30%
66037,Sherlock Holmes: The Secret of the Silver Earring,2009,38,305,208,208,58.01%
66038,Ninja Blade,2009,53,188,132,132,57.21%
66039,Mata Hari,2009,7,70,49,49,56.74%
66040,Puzzle Kingdoms,2009,58,170,123,123,56.57%
66041,Delta Force: Xtreme 2,2009,25,110,83,83,55.56%
66042,Death Track: Resurrection,2009,12,77,58,58,55.43%
66043,Dawn of Magic 2,2009,9,53,40,40,55.21%
66044,9th Company - Roots of Terror,2009,20,115,89,89,55.09%
66045,Freedom Force,2009,343,269,215,215,54.71%
66046,Between IGF Demo,2009,12,25,19,19,54.65%
66047,DinerTown Tycoon,2009,7,12,9,9,54.33%
66048,Cricket Revolution,2009,18,69,56,56,53.99%
66049,Flora's Fruit Farm,2009,19,85,70,70,53.78%
66050,Nikopol: Secrets of the Immortals,2009,28,193,161,161,53.75%
66051,East India Company,2009,72,86,72,72,53.47%
66052,Summer Athletics,2009,7,22,18,18,53.37%
66053,XIII Century,2009,10,89,75,75,53.35%
66054,Red Faction II,2009,84,532,481,481,52.20%
66055,STAR WARS™ Starfighter™,2009,164,309,280,280,52.10%
66056,Mayhem Intergalactic,2009,11,13,12,12,51.25%
66057,Earthworm Jim 3D,2009,4,53,55,55,49.30%
66058,ValveTestApp901147,2009,0,64,68,68,48.83%
66059,STAR WARS™: The Clone Wars - Republic Heroes™,2009,72,360,398,398,47.83%
66060,Puzzle Quest: Galactrix,2009,730,145,164,164,47.47%
66061,Aces of the Galaxy,2009,7,18,21,21,47.42%
66062,Damnation,2009,69,192,229,229,46.32%
66063,Paws & Claws: Pampered Pets,2009,2,2,3,3,45.83%
66064,Time of Shadows,2009,10,7,11,11,43.47%
66065,Samantha Swift and the Golden Touch,2009,12,34,52,52,42.26%
66066,Hospital Tycoon,2009,356,231,340,340,41.87%
66067,Age of Booty,2009,53,77,120,120,41.31%
66068,Tunnel Rats 1968,2009,2,14,25,25,40.54%
66069,Tom Clancy's Splinter Cell: Double Agent,2009,157,533,839,839,40.12%
66070,Twin Sector,2009,18,101,171,171,39.51%
66071,Killing Floor Mod: Defence Alliance 2,2009,617,330,543,543,39.39%
66072,SlamIt Pinball: Big Score,2009,12,42,81,81,37.86%
66073,Drug Wars,2009,16,13,30,30,36.56%
66074,Diner Dash: Hometown Hero,2009,16,70,149,149,35.52%
66075,All Aspect Warfare,2009,2,3,10,10,35.24%
66076,Angle of Attack,2009,2,0,3,3,32.94%
66077,Sherlock Holmes: The Mystery of The Mummy,2009,30,114,286,286,32.04%
66078,Sacraboar,2009,8,16,49,49,31.81%
66079,Painkiller: Resurrection,2009,10,133,362,362,30.44%
66080,Perimeter 2: New Earth,2009,23,14,55,55,28.56%
66081,Raycatcher,2009,3,1,14,14,25.47%
66082,Left 4 Dead,2008,30616,"45,550","1,763","1,763",94.46%
66083,Audiosurf,2008,5977,"10,151",442,442,93.01%
66084,Warhammer 40 000: Dawn of War - Soulstorm,2008,3283,"13,549",633,633,92.97%
66085,Defense Grid: The Awakening,2008,7534,"4,485",166,166,92.78%
66086,Unreal Tournament 2004,2008,504,"3,561",130,130,92.56%
66087,Unreal Tournament: Game of the Year Edition,2008,147,"3,647",147,147,92.27%
66088,Max Payne 2: The Fall of Max Payne,2008,189,"7,041",399,399,91.59%
66089,Mass Effect (2007),2008,4183,"15,052",999,999,91.40%
66090,Peggle Nights,2008,211,"1,501",59,59,91.17%
66091,World of Goo,2008,2045,"4,970",294,294,91.05%
66092,X-COM: UFO Defense,2008,653,"3,188",177,177,90.86%
66093,Grand Theft Auto: Vice City,2008,1239,"25,328","2,035","2,035",90.60%
66094,Spore,2008,5630,"46,269","3,926","3,926",90.56%
66095,Grand Theft Auto: San Andreas,2008,3387,"72,249","6,468","6,468",90.38%
66096,TrackMania United Forever,2008,1345,"2,046",116,116,90.21%
66097,Call of Duty: World at War,2008,4825,"40,627","3,650","3,650",90.09%
66098,Oddworld: Abe's Exoddus,2008,60,"1,331",72,72,89.80%
66099,Mount & Blade,2008,1918,"5,395",440,440,89.34%
66100,Heroes of Might & Magic V: Tribes of the East,2008,669,"2,181",163,163,88.88%
66101,Overlord: Raising Hell,2008,1354,"1,736",123,123,88.88%
66102,Synergy,2008,1139,"8,129",781,781,88.57%
66103,RollerCoaster Tycoon 3: Platinum!,2008,2800,"4,548",430,430,88.17%
66104,Tom Clancy's Ghost Recon,2008,81,"1,090",84,84,87.74%
66105,TrackMania Nations Forever,2008,1466,"18,822","2,233","2,233",87.43%
66106,The Witcher: Enhanced Edition,2008,12685,"64,428","8,271","8,271",87.29%
66107,Max Payne,2008,727,"10,391","1,233","1,233",87.04%
66108,Tom Clancy's Rainbow Six 3: Gold Edition,2008,200,"1,478",137,137,87.03%
66109,Brothers in Arms: Hell's Highway,2008,360,"1,549",162,162,86.22%
66110,LEGO® Batman™: The Videogame,2008,1052,"7,142",906,906,86.16%
66111,Grand Theft Auto 2,2008,73,327,26,26,85.35%
66112,Spore: Creepy & Cute Parts Pack,2008,528,"1,484",174,174,85.27%
66113,Strong Bad Episode 1: Homestar Ruiner,2008,52,357,30,30,85.23%
66114,IL-2 Sturmovik: 1946,2008,146,"2,287",287,287,85.20%
66115,Penguins Arena: Sedna's World,2008,391,"1,150",136,136,84.86%
66116,Unreal Gold,2008,2607,"1,973",261,261,84.56%
66117,Insurgency: Modern Infantry Combat,2008,2533,"2,071",279,279,84.44%
66118,Grand Theft Auto III,2008,640,"11,703","1,826","1,826",84.42%
66119,Heroes of Might & Magic V,2008,1720,"2,759",386,386,84.39%
66120,Plant Tycoon,2008,28,140,9,9,84.23%
66121,Aquaria,2008,99,"1,237",166,166,83.86%
66122,S.T.A.L.K.E.R.: Clear Sky,2008,889,"14,495","2,409","2,409",83.84%
66123,Tom Clancy's Splinter Cell,2008,421,"2,132",310,310,83.74%
66124,FlatOut: Ultimate Carnage,2008,168,"3,731",576,576,83.68%
66125,Brothers in Arms: Road to Hill 30,2008,97,"1,248",171,171,83.68%
66126,Silent Hunter III,2008,237,"1,754",253,253,83.60%
66127,Age of Chivalry,2008,2399,"1,991",292,292,83.58%
66128,X-COM: Apocalypse,2008,111,694,88,88,83.53%
66129,Beyond Good & Evil,2008,274,"2,667",407,407,83.48%
66130,Tom Clancy's Ghost Recon: Desert Siege,2008,14,97,6,6,83.26%
66131,Act of War: Direct Action,2008,37,433,52,52,83.18%
66132,Bully: Scholarship Edition,2008,2010,"22,364","4,061","4,061",83.02%
66133,Everyday Shooter,2008,6,99,7,7,82.77%
66134,Oddworld: Abe's Oddysee,2008,45049,"3,478",587,587,82.65%
66135,Brothers in Arms: Earned in Blood,2008,45,661,92,92,82.64%
66136,Prince of Persia: The Sands of Time,2008,392,"2,602",431,431,82.59%
66137,Zombie Panic! Source,2008,2996,"6,283","1,113","1,113",82.56%
66138,Crysis Warhead,2008,927,"2,922",500,500,82.33%
66139,Tom Clancy's Rainbow Six: Vegas 2,2008,1734,"4,159",733,733,82.30%
66140,Midnight Club II,2008,62,775,116,116,82.20%
66141,Puzzle Quest,2008,1392,827,125,125,82.19%
66142,X3: Terran Conflict,2008,1442,"2,232",379,379,82.16%
66143,Assassin's Creed,2008,1468,"13,055","2,512","2,512",82.01%
66144,Sacred Gold,2008,200,"2,976",534,534,81.81%
66145,Prince of Persia: Warrior Within,2008,168,"2,068",367,367,81.59%
66146,Empires,2008,126,833,135,135,81.50%
66147,Mare Nostrum,2008,298,159,18,18,81.46%
66148,Sid Meier's Civilization IV: Colonization,2008,729,920,153,153,81.37%
66149,Virtual Villagers 3: The Secret City,2008,21,96,9,9,81.25%
66150,Sam & Max 201: Ice Station Santa,2008,33,160,20,20,80.76%
66151,Luxor 3,2008,16,131,16,16,80.43%
66152,Far Cry,2008,1267,"6,256","1,316","1,316",80.40%
66153,Cold Fear,2008,19,737,137,137,79.86%
66154,Virtual Villagers 2: The Lost Children,2008,15,54,5,5,79.42%
66155,Sam & Max 204: Chariots of the Dogs,2008,13,66,7,7,79.35%
66156,Rayman: Raving Rabbids,2008,30,880,175,175,79.30%
66157,Tom Clancy's Ghost Recon: Island Thunder,2008,11,97,13,13,78.93%
66158,Heroes of Might & Magic V: Hammers of Fate,2008,77,225,38,38,78.92%
66159,Grand Theft Auto,2008,123,306,55,55,78.86%
66160,Sam & Max 203: Night of the Raving Dead,2008,14,68,8,8,78.80%
66161,Imperium Romanum: Gold Edition,2008,219,341,63,63,78.76%
66162,Grand Theft Auto IV: The Complete Edition,2008,11696,"97,509","25,691","25,691",78.29%
66163,Bejeweled Twist,2008,38,326,63,63,78.19%
66164,Fallout 3,2008,2653,"14,441","3,678","3,678",78.15%
66165,Trials 2: Second Edition,2008,224,205,37,37,78.07%
66166,Crysis,2008,2237,"10,151","2,596","2,596",77.91%
66167,DarkStar One,2008,78,423,90,90,77.50%
66168,Children of the Nile,2008,40,323,67,67,77.38%
66169,Ninja Reflex: Steamworks Edition,2008,5,53,7,7,77.21%
66170,Multiwinia,2008,102,448,99,99,77.12%
66171,Sam & Max 205: What's New Beelzebub?,2008,11,61,9,9,76.85%
66172,Act of War: High Treason,2008,38,359,79,79,76.84%
66173,Virtual Villagers: A New Home,2008,19,88,15,15,76.68%
66174,Tom Clancy's Rainbow Six: Vegas,2008,116,851,213,213,76.30%
66175,Prince of Persia,2008,428,"2,043",561,561,75.79%
66176,Prince of Persia: The Two Thrones,2008,98,"1,225",327,327,75.76%
66177,Fish Tycoon,2008,17,67,12,12,75.50%
66178,Children of the Nile: Alexandria,2008,31,116,25,25,75.01%
66179,Crazy Machines,2008,43,137,31,31,74.81%
66180,D.I.P.R.I.P. Warm Up,2008,588,317,81,81,74.76%
66181,Tomb Raider: Underworld,2008,415,"3,917","1,218","1,218",74.27%
66182,Mr. Robot,2008,8,68,14,14,74.22%
66183,Max Payne (IT),2008,17,129,31,31,73.99%
66184,Silent Hunter: Wolves of the Pacific U-Boat Missions,2008,45,198,52,52,73.67%
66185,Need for Speed: Undercover,2008,634,"5,717","1,921","1,921",73.17%
66186,Hunting Unlimited 2008,2008,9,48,10,10,73.16%
66187,The Wonderful End of the World,2008,2454,477,142,142,73.15%
66188,Sam & Max 202: Moai Better Blues,2008,17,66,15,15,73.13%
66189,Hinterland,2008,196,177,49,49,72.79%
66190,Lumines: Advanced Pack,2008,5,20,3,3,72.76%
66191,Spectraball,2008,350,364,112,112,72.34%
66192,7 Wonders II,2008,38,137,38,38,72.32%
66193,Starscape,2008,9,67,17,17,71.95%
66194,Gravitron 2,2008,19,26,5,5,71.94%
66195,Death to Spies,2008,115,614,206,206,71.58%
66196,GTR Evolution,2008,516,207,64,64,71.50%
66197,Xpand Rally Xtreme,2008,19,229,72,72,71.41%
66198,Luxor: Quest for the Afterlife,2008,14,73,20,20,71.24%
66199,City Life 2008,2008,41,140,43,43,70.99%
66200,Mystery PI: The Vegas Heist,2008,12,34,8,8,70.98%
66201,Depths of Peril,2008,13,100,30,30,70.72%
66202,Insecticide Part 1,2008,70,333,118,118,70.05%
66203,Sherlock Holmes: Nemesis,2008,96,346,133,133,68.77%
66204,18 Wheels of Steel: American Long Haul,2008,37,330,127,127,68.70%
66205,Petz Horsez 2,2008,24,122,44,44,68.46%
66206,Manhunt,2008,104,"2,701","1,179","1,179",67.98%
66207,Chaos Theory,2008,3,10,2,2,67.93%
66208,Culpa Innata,2008,7,70,25,25,67.69%
66209,Gumboy Tournament,2008,43,330,138,138,67.29%
66210,7 Wonders: The Treasures of Seven,2008,147,91,35,35,67.05%
66211,The Sum of All Fears,2008,5,27,9,9,66.57%
66212,Silent Hunter: Wolves of the Pacific,2008,118,589,267,267,66.35%
66213,Unreal II: The Awakening,2008,76,382,170,170,66.33%
66214,Mahjongg Investigations: Under Suspicion,2008,7,24,8,8,66.27%
66215,Silverfall: Earth Awakening,2008,35,57,22,22,66.23%
66216,Arma: Combat Operations,2008,103,173,77,77,65.56%
66217,Dracula: Origin,2008,42,165,77,77,64.70%
66218,Frontlines: Fuel of War,2008,1271,576,291,291,64.29%
66219,Luxor,2008,21,63,29,29,63.76%
66220,Europa Universalis: Rome - Gold Edition,2008,117,149,74,74,63.52%
66221,Little Farm,2008,13,77,37,37,63.34%
66222,STCC: The Game,2008,59,18,8,8,62.10%
66223,Luxor: Amun Rising,2008,13,17,8,8,61.25%
66224,Mosby's Confederacy,2008,5,24,13,13,59.89%
66225,RACE 07: Andy Priaulx Crowne Plaza Raceway,2008,199,47,28,28,59.23%
66226,Pyroblazer,2008,3,6,3,3,58.33%
66227,Bone: The Great Cow Race,2008,10,64,41,41,58.26%
66228,Jack Keane,2008,341,62,40,40,58.11%
66229,Tom Clancy's Rainbow Six: Lockdown,2008,29,211,148,148,57.28%
66230,Pacific Storm,2008,100,29,19,19,57.19%
66231,Pacific Storm: Allies,2008,136,117,83,83,56.78%
66232,Tank Universal,2008,46,253,183,183,56.74%
66233,Crazy Machines 1.5,2008,1,2,1,1,55.69%
66234,Samantha Swift and the Hidden Roses of Athena,2008,9,46,34,34,55.50%
66235,Exodus from the Earth,2008,466,116,91,91,54.83%
66236,The Club,2008,58,84,66,66,54.68%
66237,X-COM: Enforcer,2008,28,207,167,167,54.45%
66238,Legendary,2008,169,"1,332","1,119","1,119",53.93%
66239,Telltale Texas Hold'Em,2008,14,119,100,100,53.48%
66240,Project Aftermath,2008,6,11,9,9,53.00%
66241,X-COM: Interceptor,2008,22,90,78,78,52.81%
66242,Bone: Out from Boneville,2008,16,98,88,88,52.13%
66243,Sprint Cars: Road to Knoxville,2008,13,32,29,29,51.75%
66244,Conflict: Denied Ops,2008,24,185,174,174,51.27%
66245,Space Trader: Merchant Marine,2008,67,312,320,320,49.46%
66246,Dr. Daisy: Pet Vet,2008,3,12,13,13,48.75%
66247,Silent Hill: Homecoming,2008,79,"1,137","1,227","1,227",48.28%
66248,Crazy Machines 2,2008,223,114,128,128,47.66%
66249,Brain Spa,2008,6,4,5,5,47.22%
66250,Hot Dish,2008,3,14,17,17,46.87%
66251,Desperados 2: Cooper’s Revenge,2008,21,105,124,124,46.66%
66252,Ride! Carnival Tycoon,2008,7,20,27,27,44.88%
66253,Planet Busters,2008,2,1,2,2,44.31%
66254,Discovery! A Seek & Find Adventure,2008,8,26,36,36,44.25%
66255,Luxor 2,2008,29,13,20,20,43.06%
66256,Tycoon City: New York,2008,15,94,143,143,41.65%
66257,Galactic Bowling,2008,4,6,11,11,41.45%
66258,Beijing 2008,2008,6,0,1,1,40.58%
66259,Midnight Outlaw: 6 Hours to Sun Up,2008,3,15,32,32,37.55%
66260,Eternity's Child,2008,3,17,58,58,30.09%
66261,Prison Tycoon 3: Lockdown,2008,17,25,96,96,27.57%
66262,Portal,2007,20672,"126,704","1,934","1,934",97.09%
66263,Half-Life 2: Episode Two,2007,1419,"32,528",982,982,95.03%
66264,DOOM (1993),2007,309,"14,056",489,489,94.03%
66265,Peggle Deluxe,2007,428,"5,555",173,173,93.51%
66266,Quake,2007,2874,"11,220",437,437,93.49%
66267,Warhammer 40 000: Dawn of War - Dark Crusade,2007,2259,"6,937",240,240,93.43%
66268,Team Fortress 2,2007,167951,"886,744","58,942","58,942",93.07%
66269,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007,2308,"32,622","1,907","1,907",92.56%
66270,Sid Meier's Civilization IV: Beyond the Sword,2007,2636,"3,552",136,136,92.40%
66271,Deus Ex: Game of the Year Edition,2007,1102,"11,852",638,638,92.27%
66272,BioShock,2007,2674,"27,027","1,668","1,668",92.18%
66273,Vampire: The Masquerade - Bloodlines,2007,3251,"11,235",612,612,92.17%
66274,Warhammer 40 000: Dawn of War - Game of the Year Edition,2007,3241,"8,236",424,424,92.16%
66275,Rome: Total War,2007,4413,"14,087",812,812,92.08%
66276,DOOM II,2007,149,"6,732",351,351,91.92%
66277,Hitman: Blood Money,2007,1138,"10,491",635,635,91.61%
66278,Quake III Arena,2007,125,"2,957",142,142,91.38%
66279,Call of Duty 4: Modern Warfare (2007),2007,1796,"19,064","1,323","1,323",91.32%
66280,Company of Heroes - Legacy Edition,2007,3344,"6,056",413,413,90.51%
66281,Overlord,2007,2303,"5,269",370,370,90.21%
66282,Return to Castle Wolfenstein,2007,579,"6,573",481,481,90.18%
66283,Wolfenstein 3D,2007,91,"2,995",197,197,89.97%
66284,FlatOut,2007,84,"3,872",317,317,88.99%
66285,Peggle Extreme,2007,165,"1,459",99,99,88.87%
66286,Commander Keen Complete Pack,2007,101,"1,263",88,88,88.52%
66287,Heretic: Shadow of the Serpent Riders,2007,34,840,53,53,88.37%
66288,Quake II,2007,141,"3,367",330,330,87.61%
66289,Quake Mission Pack 1: Scourge of Armagon,2007,14,404,25,25,87.05%
66290,Rogue Trooper,2007,59,376,25,25,86.57%
66291,Company of Heroes: Opposing Fronts,2007,1426,907,81,81,86.56%
66292,The Longest Journey,2007,362,"1,649",168,168,86.50%
