id,game,link,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating
35978,Red Island,/app/1114740/,Jul 25 2019,7,41,2,2,80.83%
35979,Dusk Diver 酉閃町,/app/911220/,Oct 23 2019,87,588,97,97,80.82%
35980,Симулятор Сидения у Подъезда,/app/1031920/,Apr 25 2019,10,464,74,74,80.79%
35981,The Spell,/app/1002510/,Jan 15 2019,4,23,0,0,80.79%
35982,Virtual Debating Chamber,/app/1103940/,Jun 25 2019,6,23,0,0,80.79%
35983,Nekour,/app/1112150/,Sep 3 2019,2,23,0,0,80.79%
35984,Super Cucho,/app/1151180/,Sep 23 2019,5,23,0,0,80.79%
35985,Koo & Yuu,/app/1203460/,Dec 26 2019,4,23,0,0,80.79%
35986,Horizon Beyond,/app/1122960/,Aug 31 2019,10,148,18,18,80.77%
35987,Command: Modern Operations,/app/1076160/,Nov 14 2019,316,859,150,150,80.76%
35988,Wequer,/app/781990/,Apr 23 2019,64,56,4,4,80.76%
35989,The Backrooms Game FREE Edition,/app/1111210/,Jul 25 2019,116,"2,699",525,525,80.75%
35990,Warplanes: WW2 Dogfight,/app/936780/,Apr 6 2019,195,"1,117",201,201,80.75%
35991,Hentai Bad Girls,/app/1111030/,Jul 11 2019,"23,438",500,81,81,80.75%
35992,TOKYO CHRONOS,/app/1031440/,Mar 20 2019,53,253,36,36,80.73%
35993,Oik 5,/app/992050/,Jan 24 2019,9,110,12,12,80.73%
35994,Cyberdrome,/app/934850/,Jan 1 2019,23,195,26,26,80.72%
35995,Eye of the Owl,/app/420020/,Jul 18 2019,4,70,6,6,80.72%
35996,IMMURE,/app/932220/,May 9 2019,25,70,6,6,80.72%
35997,Friday 星期五部门,/app/1167900/,Nov 27 2019,3,32,1,1,80.72%
35998,Degrees of Separation,/app/809880/,Feb 14 2019,102,692,118,118,80.71%
35999,Seek Girl Ⅲ,/app/1191210/,Dec 6 2019,503,"2,302",445,445,80.68%
36000,Fur the Game,/app/856600/,Jan 3 2019,13,122,14,14,80.68%
36001,The Settlers : Heritage of Kings - History Edition,/app/965300/,Jan 22 2019,189,475,77,77,80.66%
36002,I got a cat maid！,/app/1117630/,Aug 9 2019,41,610,103,103,80.64%
36003,Celtic Kings: Rage of War,/app/827000/,Sep 5 2019,20,109,12,12,80.64%
36004,SUPER DRAGON BALL HEROES WORLD MISSION,/app/798510/,Apr 4 2019,"1,970","1,250",230,230,80.63%
36005,bit Dungeon,/app/1120980/,Aug 12 2019,7,121,14,14,80.60%
36006,CROSSNIQ+,/app/1128180/,Oct 4 2019,18,69,6,6,80.60%
36007,Salting the Earth,/app/1164740/,Oct 31 2019,11,69,6,6,80.60%
36008,Photos,/app/1204560/,Dec 21 2019,93,181,24,24,80.59%
36009,Bestiary of Sigillum,/app/922530/,Jan 23 2019,15,62,5,5,80.59%
36010,Within the blade,/app/622870/,Aug 17 2019,"1,433",294,44,44,80.58%
36011,Nelly Cootalot: Spoonbeaks Ahoy! HD,/app/763030/,May 22 2019,11,139,17,17,80.57%
36012,Yellow & Yangtze,/app/965610/,Dec 12 2019,18,82,8,8,80.54%
36013,Beyond a Total Loss,/app/1058470/,Jun 18 2019,5,22,0,0,80.54%
36014,Super Mega Space Blaster Special,/app/1080330/,Jun 17 2019,5,22,0,0,80.54%
36015,Roman Adventures - Britons. Season 2,/app/1130990/,Nov 28 2019,16,22,0,0,80.54%
36016,Brukel,/app/1073900/,Nov 3 2019,8,180,24,24,80.53%
36017,Steambirds Alliance Open Beta,/app/1047410/,May 24 2019,425,231,33,33,80.51%
36018,赫炎的印加诺克 Fullvoice ReBORN,/app/982400/,Mar 15 2019,21,126,15,15,80.51%
36019,Bubbles the Cat,/app/945580/,Apr 11 2019,6,31,1,1,80.51%
36020,LOST:SMILE memories,/app/1102410/,Aug 7 2019,20,31,1,1,80.51%
36021,REDO!,/app/950300/,Aug 20 2019,10,138,17,17,80.50%
36022,Perdition,/app/1137910/,Aug 21 2019,6,132,16,16,80.50%
36023,She and The Light Bearer,/app/658590/,Jan 17 2019,13,225,32,32,80.49%
36024,The Devil's Womb,/app/913320/,Sep 10 2019,9,39,2,2,80.48%
36025,Into The Core,/app/1081160/,May 24 2019,11,39,2,2,80.48%
36026,ZooKeeper Simulator,/app/1194680/,Dec 12 2019,73,313,48,48,80.47%
36027,Secret Neighbor Beta,/app/999730/,Aug 2 2019,"3,779","2,396",473,473,80.46%
36028,There's a Butcher Around,/app/1077430/,May 17 2019,21,318,49,49,80.46%
36029,Tank Royale,/app/929140/,Apr 2 2019,14,61,5,5,80.46%
36030,Dig Deep,/app/1029970/,Mar 8 2019,13,61,5,5,80.46%
36031,LYSER,/app/1089600/,Jun 6 2019,4,61,5,5,80.46%
36032,Zeminator,/app/1111970/,Aug 1 2019,7,61,5,5,80.46%
36033,Juicy Hentai,/app/1042270/,Apr 25 2019,11,172,23,23,80.41%
36034,Pew Dew Redemption,/app/1063770/,May 17 2019,120,"1,405",267,267,80.39%
36035,Our world has not decayed,/app/1116210/,Oct 26 2019,366,305,47,47,80.38%
36036,Infected Shelter,/app/926390/,Nov 11 2019,34,267,40,40,80.38%
36037,Robot Wants It All,/app/834760/,Apr 5 2019,21,106,12,12,80.38%
36038,By Moonlight,/app/1014880/,Feb 20 2019,20,106,12,12,80.38%
36039,Yooka-Laylee and the Impossible Lair,/app/846870/,Oct 8 2019,265,837,151,151,80.36%
36040,War of Omens,/app/345460/,Feb 18 2019,209,545,93,93,80.36%
36041,Hello Neighbor: Hide and Seek,/app/960420/,Dec 10 2019,37,462,77,77,80.34%
36042,Mighty Switch Force! Collection,/app/832320/,Jul 25 2019,11,67,6,6,80.34%
36043,Ultimate Coaster X,/app/734330/,Mar 10 2019,42,159,21,21,80.32%
36044,Game Of Puzzles: Dragons,/app/1072590/,May 9 2019,3,60,5,5,80.32%
36045,Pulstario,/app/1188000/,Dec 23 2019,55,30,1,1,80.30%
36046,Session Seven,/app/915720/,Mar 1 2019,26,170,23,23,80.28%
36047,Invasion,/app/972960/,Apr 26 2019,1,21,0,0,80.28%
36048,Radiant Arc,/app/1057980/,May 31 2019,6,21,0,0,80.28%
36049,Miss Cat,/app/1073610/,May 18 2019,2,21,0,0,80.28%
36050,Incredible Dracula 3: Family Secret,/app/1087940/,May 20 2019,8,21,0,0,80.28%
36051,Josie's Tank,/app/1149830/,Sep 21 2019,2,21,0,0,80.28%
36052,Incredible Dracula: Witches' Curse,/app/1187830/,Nov 14 2019,12,21,0,0,80.28%
36053,Hermes: Rescue Mission,/app/1195340/,Nov 21 2019,5,21,0,0,80.28%
36054,Neo Cab,/app/794540/,Oct 3 2019,157,"1,642",320,320,80.25%
36055,FALLBACK,/app/864540/,Oct 11 2019,53,296,46,46,80.24%
36056,R.I.C.A,/app/1020640/,Feb 15 2019,45,192,27,27,80.24%
36057,Hentai Asmodeus,/app/1147510/,Oct 24 2019,676,"1,563",304,304,80.23%
36058,Production Line,/app/591370/,Mar 7 2019,631,"2,611",529,529,80.22%
36059,Fight of Gods,/app/612930/,Mar 28 2019,273,674,120,120,80.21%
36060,Re-O-Ri,/app/958750/,Nov 27 2019,12,66,6,6,80.21%
36061,Exertus,/app/1105620/,Aug 26 2019,16,230,34,34,80.20%
36062,Devil Engine,/app/891790/,Feb 21 2019,20,104,12,12,80.20%
36063,Globesweeper: Hex Puzzler,/app/1121530/,Nov 15 2019,14,104,12,12,80.20%
36064,CUSTOM ORDER MAID 3D2 It's a Night Magic,/app/1097580/,Jul 31 2019,311,"1,126",213,213,80.19%
36065,Erannorth Reborn,/app/1055990/,Oct 17 2019,53,305,48,48,80.18%
36066,游离大陆 Uniland,/app/935970/,Dec 6 2019,17,59,5,5,80.18%
36067,Energy Shock,/app/965120/,Sep 26 2019,15,59,5,5,80.18%
36068,The Final Boss,/app/1049670/,Jun 13 2019,9,59,5,5,80.18%
36069,Forgetful Dictator,/app/1087810/,Sep 19 2019,21,52,4,4,80.17%
36070,Mostly Intense Monster Defense,/app/1116430/,Sep 2 2019,5,52,4,4,80.17%
36071,Barro 2020,/app/1168660/,Nov 1 2019,"1,510","1,107",210,210,80.14%
36072,Microsoft Maquette,/app/967490/,Jan 15 2019,206,72,7,7,80.14%
36073,KIDS,/app/793370/,May 28 2019,75,"1,377",267,267,80.13%
36074,Gordon Streaman,/app/1131810/,Sep 26 2019,18,133,17,17,80.13%
36075,My Name is You and it's the only unusual thing in my life,/app/1118840/,Dec 26 2019,27,608,108,108,80.09%
36076,Baby Walking Simulator,/app/1136880/,Aug 31 2019,25,78,8,8,80.09%
36077,Amatarasu Riddle Star,/app/768090/,Oct 10 2019,13,37,2,2,80.09%
36078,Flynguin Station,/app/969250/,Sep 24 2019,11,37,2,2,80.09%
36079,Argonauts Agency: Golden Fleece,/app/1005000/,Feb 22 2019,11,37,2,2,80.09%
36080,Block in the Lock,/app/1138990/,Sep 6 2019,7,37,2,2,80.09%
36081,SINNERS,/app/990020/,Jul 9 2019,2,29,1,1,80.07%
36082,RoboVirus,/app/1001870/,Aug 30 2019,241,29,1,1,80.07%
36083,Alluna and Brie,/app/1003020/,Apr 10 2019,9,29,1,1,80.07%
36084,The Flower on Christmas Eve,/app/1127140/,Sep 20 2019,5,29,1,1,80.07%
36085,Apostle,/app/1015730/,Nov 8 2019,427,385,64,64,80.06%
36086,Fantasia of the Wind 2 风之幻想曲 第二部,/app/1006400/,Apr 5 2019,40,84,9,9,80.05%
36087,Amber's Airline - 7 Wonders,/app/1029860/,Apr 18 2019,25,71,7,7,80.01%
36088,HATCH,/app/871190/,Sep 16 2019,4,51,4,4,80.01%
36089,Senna and the Forest,/app/1113690/,Aug 7 2019,4,20,0,0,80.00%
36090,Rampage Miami,/app/1176020/,Dec 5 2019,7,154,21,21,79.99%
36091,TinkerQuarry,/app/651280/,Sep 13 2019,43,77,8,8,79.97%
36092,Real Scary,/app/1072860/,May 11 2019,3,64,6,6,79.95%
36093,Trickster VR,/app/512220/,Jan 15 2019,48,391,66,66,79.94%
36094,Sakura MMO 2,/app/968950/,Jan 25 2019,22,142,19,19,79.94%
36095,The Dreadful Whispers,/app/1112340/,Sep 5 2019,39,142,19,19,79.94%
36096,Type Knight,/app/1006220/,Oct 25 2019,19,101,12,12,79.92%
36097,Druidstone: The Secret of the Menhir Forest,/app/954650/,May 15 2019,566,"1,050",202,202,79.91%
36098,HARDCORE MECHA,/app/746580/,Jun 26 2019,"1,770","2,033",415,415,79.89%
36099,Tanzia,/app/369700/,Mar 28 2019,11,57,5,5,79.89%
36100,SmartyTale 2D,/app/1010950/,Feb 5 2019,11,57,5,5,79.89%
36101,Veer,/app/405530/,Nov 15 2019,8,36,2,2,79.89%
36102,初恋日记,/app/1125480/,Oct 5 2019,813,"1,196",234,234,79.86%
36103,Tales of Vesperia: Definitive Edition,/app/738540/,Jan 10 2019,"3,450","3,034",639,639,79.85%
36104,"Walden, a game",/app/1011700/,Mar 18 2019,11,76,8,8,79.85%
36105,KAMIKO,/app/1022480/,Jun 27 2019,12,135,18,18,79.84%
36106,MORDHAU,/app/629760/,Apr 29 2019,"60,204","85,840","20,434","20,434",79.83%
36107,The Forestale,/app/817220/,Apr 11 2019,4,28,1,1,79.83%
36108,Locomotion,/app/898790/,May 10 2019,5,28,1,1,79.83%
36109,社稷终于幻想 ~ A Finality with Sheji,/app/992750/,Feb 8 2019,11,28,1,1,79.83%
36110,12 Labours of Hercules IX: A Hero's Moonwalk,/app/1026070/,Oct 24 2019,26,28,1,1,79.83%
36111,Killjoy Hunter Yuuko,/app/1148470/,Oct 17 2019,4,28,1,1,79.83%
36112,Wanderlust: Travel Stories,/app/1051410/,Sep 26 2019,14,88,10,10,79.82%
36113,Demon Hunter 5: Ascendance,/app/1020270/,Apr 4 2019,39,157,22,22,79.81%
36114,Oik Memory 3,/app/1025130/,Feb 14 2019,6,63,6,6,79.81%
36115,Battle Planet - Judgement Day,/app/1099170/,Oct 17 2019,18,63,6,6,79.81%
36116,RKN Block Me: Telegram,/app/886110/,Feb 19 2019,7,117,15,15,79.77%
36117,Maelstrom,/app/764050/,Sep 20 2019,"1,327","2,017",416,416,79.76%
36118,Neon Tail,/app/1126270/,Oct 4 2019,24,69,7,7,79.76%
36119,White Dove 白雀,/app/953570/,Feb 2 2019,52,283,46,46,79.73%
36120,Hentai Pussy 2,/app/1072120/,May 16 2019,"1,282",643,119,119,79.72%
36121,Misadventures of Laura Silver,/app/1026160/,Aug 14 2019,52,215,33,33,79.72%
36122,Clocker,/app/916050/,Feb 15 2019,37,199,30,30,79.72%
36123,TetraLogical,/app/814420/,Jun 17 2019,4,19,0,0,79.71%
36124,Cuboid Keeper,/app/954240/,Jan 10 2019,4,19,0,0,79.71%
36125,Deathless Dungeon,/app/1026610/,Jul 29 2019,3,19,0,0,79.71%
36126,Nightshade,/app/1028500/,Mar 7 2019,3,19,0,0,79.71%
36127,Nowhere Station,/app/1029080/,Mar 29 2019,3,19,0,0,79.71%
36128,Foreign Frugglers,/app/1071920/,Jun 26 2019,2,19,0,0,79.71%
36129,Viking Sisters,/app/1074340/,Apr 30 2019,7,19,0,0,79.71%
36130,Hentai energy II,/app/1085560/,Jun 7 2019,29,133,18,18,79.69%
36131,CASE 2: Animatronics Survival,/app/722960/,Feb 28 2019,72,"1,902",393,393,79.68%
36132,Crumple Zone,/app/785760/,May 31 2019,6,49,4,4,79.68%
36133,My Light In The Dark,/app/1131540/,Aug 23 2019,136,49,4,4,79.68%
36134,Dark Hill Museum of Death,/app/1007050/,Jan 21 2019,3,35,2,2,79.68%
36135,The Underground Watcher,/app/1059090/,Apr 22 2019,5,35,2,2,79.68%
36136,Rogue Stache,/app/513250/,Jan 24 2019,11,42,3,3,79.65%
36137,Buzludzha VR,/app/1064900/,Nov 20 2019,3,42,3,3,79.65%
36138,Yang2020 Path To Presidency,/app/1204720/,Dec 29 2019,24,121,16,16,79.63%
36139,UBOAT,/app/494840/,Apr 30 2019,"5,755","12,265","2,812","2,812",79.62%
36140,Resistance Element,/app/1054600/,May 27 2019,8,265,43,43,79.62%
36141,Song Beater: Quite My Tempo!,/app/1077600/,Oct 18 2019,8,68,7,7,79.62%
36142,Tabletop Gods,/app/858860/,May 16 2019,59,86,10,10,79.60%
36143,GUILTY GEAR,/app/850980/,May 16 2019,60,325,55,55,79.59%
36144,SUPER BUILD,/app/1077530/,Aug 31 2019,29,202,31,31,79.59%
36145,How to Sing to Open Your Heart,/app/924780/,Jan 17 2019,29,27,1,1,79.58%
36146,Gorilla Unko,/app/1047120/,Apr 9 2019,5,27,1,1,79.58%
36147,ORTHOISO,/app/1093920/,Jun 16 2019,10,27,1,1,79.58%
36148,Climb With Wheelbarrow,/app/1108090/,Aug 5 2019,14,164,24,24,79.55%
36149,纸境英雄 Papercraft,/app/905660/,Apr 12 2019,210,258,42,42,79.54%
36150,樱雪集～Yuyuko's Butterfly Dream,/app/765030/,Feb 27 2019,31,97,12,12,79.52%
36151,《鬼畜战记：金坷垃传说》,/app/1087960/,Jul 26 2019,38,97,12,12,79.52%
36152,"Winter Worm, Summer Grass",/app/1194870/,Dec 9 2019,10,48,4,4,79.50%
36153,Red Eclipse,/app/967460/,Dec 19 2019,103,503,92,92,79.49%
36154,AUDICA: Rhythm Shooter,/app/1020340/,Nov 5 2019,145,479,87,87,79.49%
36155,Mobler,/app/1033100/,Jun 7 2019,18,125,17,17,79.49%
36156,"Rats, Bats, and Bones",/app/845690/,Oct 28 2019,10,67,7,7,79.49%
36157,【SCP】器関ノ彷徨 -The will of a single Tale- 本編：第１部,/app/1018930/,Feb 15 2019,11,67,7,7,79.49%
36158,Caveblazers Together,/app/764690/,Mar 7 2019,199,152,22,22,79.47%
36159,Neon Noodles,/app/990900/,Nov 29 2019,8,34,2,2,79.46%
36160,Diggerman,/app/1001600/,Jun 14 2019,5,34,2,2,79.46%
36161,hoVRboard,/app/1081120/,Sep 13 2019,4,34,2,2,79.46%
36162,Np Problems: Vertex Coloring,/app/1180610/,Nov 19 2019,3,34,2,2,79.46%
36163,Hentai Halloween,/app/1171440/,Oct 28 2019,8,141,20,20,79.45%
36164,Mage's Initiation: Reign of the Elements,/app/270610/,Jan 30 2019,61,119,16,16,79.45%
36165,Dream Rose,/app/1030970/,Feb 27 2019,6,41,3,3,79.45%
36166,Goddess of Math 数学女神,/app/1044770/,Mar 26 2019,12,41,3,3,79.45%
36167,Knight Swap,/app/1145410/,Oct 22 2019,8,96,12,12,79.42%
36168,"Hello, Goodbye",/app/1009460/,Apr 18 2019,15,54,5,5,79.42%
36169,Lakeview Valley,/app/783840/,Oct 22 2019,103,518,96,96,79.39%
36170,UBERMOSH Vol.7,/app/1029980/,Apr 30 2019,15,151,22,22,79.39%
36171,You're Not Special,/app/991430/,Feb 11 2019,5,18,0,0,79.39%
36172,My Fair Princess,/app/1026370/,Nov 8 2019,30,18,0,0,79.39%
36173,hack.88,/app/1082440/,Jul 19 2019,3,18,0,0,79.39%
36174,UNFAIR,/app/1125930/,Oct 22 2019,4,18,0,0,79.39%
36175,Incredible Dracula: The Ice Kingdom,/app/1175170/,Oct 31 2019,7,18,0,0,79.39%
36176,Fat Prisoner Simulator,/app/1037560/,Mar 12 2019,9,344,60,60,79.38%
36177,Gorytale,/app/973850/,Jul 19 2019,7,60,6,6,79.37%
36178,Evolution,/app/469800/,Feb 12 2019,123,313,54,54,79.33%
36179,PUSSY 3,/app/1067020/,Apr 29 2019,10,313,54,54,79.33%
36180,Duke of Defense,/app/882210/,Apr 4 2019,11,47,4,4,79.32%
36181,蝶生梦影-Butterfly dream shadow,/app/856060/,Feb 3 2019,5,26,1,1,79.32%
36182,Artificial Mansion,/app/920200/,Apr 24 2019,5,26,1,1,79.32%
36183,Run! Bunny~绿绿小先生,/app/1123340/,Aug 10 2019,5,26,1,1,79.32%
36184,Power,/app/1126850/,Nov 15 2019,8,26,1,1,79.32%
36185,Mini Island,/app/1188310/,Nov 15 2019,5,26,1,1,79.32%
36186,Fap Queen 2,/app/1173280/,Dec 2 2019,"2,380",833,165,165,79.28%
36187,this was for you.,/app/1067930/,Aug 15 2019,9,106,14,14,79.28%
36188,-KLAUS-,/app/729370/,Jan 24 2019,6,89,11,11,79.28%
36189,Knightin'+,/app/922710/,Jul 26 2019,86,201,32,32,79.25%
36190,The Itch,/app/1095520/,Sep 2 2019,15,83,10,10,79.25%
36191,Protein for Muscle,/app/1142550/,Sep 2 2019,8,83,10,10,79.25%
36192,兽耳攻略 - TFK Faculty,/app/1096330/,Aug 29 2019,10,53,5,5,79.25%
36193,Lie In My Heart,/app/1116490/,Oct 4 2019,5,53,5,5,79.25%
36194,Krystopia: A Puzzle Journey,/app/1172170/,Oct 16 2019,7,53,5,5,79.25%
36195,Boet Fighter,/app/1108350/,Oct 8 2019,52,100,13,13,79.24%
36196,RealFlight 9.5S,/app/1070820/,Sep 3 2019,425,535,101,101,79.23%
36197,Why Is There A Girl In My House?!,/app/1155720/,Oct 18 2019,5,77,9,9,79.23%
36198,Risk System,/app/833950/,May 14 2019,8,33,2,2,79.23%
36199,勇者と魔法使いとおとぎの絵本 / Fairy Picturebook of Hero and Sorceress,/app/1008280/,Feb 2 2019,10,33,2,2,79.23%
36200,ThreatGEN: Red vs. Blue,/app/994670/,Sep 4 2019,19,59,6,6,79.22%
36201,BANZAI ROYALE,/app/735600/,Jun 13 2019,26,71,8,8,79.21%
36202,Dairy Princess,/app/1168430/,Nov 30 2019,56,71,8,8,79.21%
36203,彼岸画廊/Nether Gallery,/app/1039830/,Apr 26 2019,164,174,27,27,79.17%
36204,I (DON'T) HATE HENTAI PUZZLES,/app/1158660/,Nov 13 2019,11,174,27,27,79.17%
36205,The Legend of Bum-Bo,/app/1148650/,Nov 12 2019,"8,131","4,461","1,012","1,012",79.15%
36206,Fantasy General II,/app/1025440/,Sep 5 2019,634,874,176,176,79.15%
36207,Nice Jumper,/app/1128480/,Aug 9 2019,41,254,43,43,79.13%
36208,Blood Memery,/app/1021850/,Feb 15 2019,8,82,10,10,79.13%
36209,PAGUI,/app/986680/,Oct 8 2019,385,750,149,149,79.11%
36210,Never Give Up,/app/609420/,Aug 13 2019,29,115,16,16,79.10%
36211,Metal Wolf Chaos XD,/app/820630/,Aug 6 2019,410,515,98,98,79.09%
36212,The Secret Order 7: Shadow Breach,/app/1004860/,Feb 28 2019,23,131,19,19,79.09%
36213,Let's Learn Japanese! Hiragana,/app/997720/,Jan 3 2019,6,70,8,8,79.08%
36214,PiiSim,/app/1002270/,May 20 2019,5,52,5,5,79.08%
36215,Night of the Blood Moon,/app/894000/,Jan 21 2019,7,58,6,6,79.06%
36216,Dandy Dungeon - Legend of Brave Yamada -,/app/1138970/,Nov 28 2019,29,58,6,6,79.06%
36217,The Disguiser Of Fate,/app/1200650/,Dec 19 2019,5,58,6,6,79.06%
36218,Koral,/app/896750/,May 16 2019,23,272,47,47,79.05%
36219,Next Stop 3,/app/1001430/,Mar 9 2019,16,17,0,0,79.05%
36220,Galak Zed,/app/1053020/,Apr 14 2019,4,17,0,0,79.05%
36221,Genius! NAZI-GIRL GoePPels-Chan ep2,/app/1063080/,May 18 2019,3,17,0,0,79.05%
36222,Balance Breakers,/app/1069750/,Sep 27 2019,6,17,0,0,79.05%
36223,Memody: Sindrel Song,/app/1191860/,Dec 6 2019,4,17,0,0,79.05%
36224,Biolab Wars,/app/1117880/,Aug 23 2019,4,98,13,13,79.04%
36225,The Gun Knight,/app/1116860/,Aug 9 2019,7,25,1,1,79.04%
36226,KiKiMiMi2 / 听能力搜查官2,/app/1149430/,Oct 12 2019,4,25,1,1,79.04%
36227,Pizza Time Explosion,/app/1198600/,Dec 18 2019,4,25,1,1,79.04%
36228,"Resident Evil 2 ""R.P.D. Demo""",/app/1168280/,Dec 12 2019,368,"1,599",343,343,79.03%
36229,Lost,/app/1126290/,Oct 1 2019,"1,074","6,081","1,413","1,413",79.02%
36230,Rise of Legions,/app/748940/,Aug 30 2019,497,"1,350",286,286,79.01%
36231,Monster Energy Supercross - The Official Videogame 2,/app/882020/,Feb 8 2019,530,498,95,95,79.01%
36232,Flower,/app/966330/,Feb 14 2019,171,"2,856",639,639,79.00%
36233,The Story of Henry Bishop,/app/1116230/,Nov 7 2019,20,399,74,74,78.98%
36234,Marble Skies,/app/742460/,Jul 4 2019,95,246,42,42,78.98%
36235,Mekabolt,/app/1096210/,Aug 23 2019,6,135,20,20,78.98%
36236,Love In Drawing,/app/981260/,Jan 8 2019,32,196,32,32,78.96%
36237,Summer Meetings,/app/1140140/,Aug 28 2019,8,45,4,4,78.95%
36238,"Shoot, push, portals",/app/1197990/,Dec 9 2019,4,45,4,4,78.95%
36239,Valakas Story,/app/1171310/,Dec 3 2019,826,"1,186",250,250,78.94%
36240,Dark Roll,/app/962810/,Aug 1 2019,23,190,31,31,78.90%
36241,Before Arriving at the Terminal,/app/1151060/,Oct 31 2019,10,57,6,6,78.90%
36242,Elon Simulator 2019,/app/1116550/,Oct 18 2019,15,396,74,74,78.88%
36243,GOD EATER 3,/app/899440/,Feb 7 2019,"9,549","6,326","1,488","1,488",78.87%
36244,TETRUX: Online,/app/688770/,Jan 7 2019,14,91,12,12,78.87%
36245,Familiar Travels,/app/1127070/,Aug 19 2019,24,91,12,12,78.87%
36246,Hentai Girl Division,/app/1113680/,Aug 16 2019,371,770,157,157,78.84%
36247,You Died but a Necromancer revived you,/app/1037100/,Apr 19 2019,5,38,3,3,78.83%
36248,Endless Fables 4: Shadow Within,/app/1129030/,Oct 3 2019,21,96,13,13,78.82%
36249,Travis Strikes Again: No More Heroes Complete Edition,/app/961490/,Oct 17 2019,39,337,62,62,78.79%
36250,Age of Fear: The Free World,/app/882410/,Jan 18 2019,146,309,56,56,78.79%
36251,Rec Center Tycoon,/app/623700/,Sep 6 2019,108,208,35,35,78.79%
36252,Minoria,/app/940910/,Aug 27 2019,343,"1,685",370,370,78.78%
36253,Teeth Brushing Simulator,/app/1073220/,May 11 2019,8,198,33,33,78.78%
36254,DORAEMON STORY OF SEASONS,/app/965230/,Oct 10 2019,"1,478","1,636",359,359,78.76%
36255,Havocado,/app/995050/,Apr 25 2019,335,438,84,84,78.76%
36256,Comet Crasher,/app/862160/,Feb 13 2019,16,62,7,7,78.76%
36257,SlipSlop,/app/1093720/,Jun 28 2019,114,"1,448",315,315,78.75%
36258,Church Era,/app/1033140/,May 24 2019,17,44,4,4,78.75%
36259,In The Ember 余烬之中,/app/976060/,Jan 19 2019,5,24,1,1,78.75%
36260,Dark Data,/app/996000/,Sep 5 2019,5,24,1,1,78.75%
36261,ReThink | Evolved 3,/app/1065460/,May 13 2019,5,24,1,1,78.75%
36262,Overboard,/app/1144080/,Sep 20 2019,4,24,1,1,78.75%
36263,Chemically Bonded,/app/734900/,Nov 30 2019,12,56,6,6,78.74%
36264,Fragile Fighter,/app/858880/,Mar 1 2019,3,31,2,2,78.74%
36265,Brave Hero Yuusha EX,/app/969690/,Jan 11 2019,4,31,2,2,78.74%
36266,AlienAfterlife,/app/1014570/,Feb 11 2019,3,31,2,2,78.74%
36267,Let's Learn Japanese! Katakana,/app/1018900/,Mar 13 2019,4,31,2,2,78.74%
36268,Mystery Case Files: Key to Ravenhearst Collector's Edition,/app/1082470/,May 17 2019,12,31,2,2,78.74%
36269,三国时代2,/app/1154470/,Oct 1 2019,12,31,2,2,78.74%
36270,Poker Championship,/app/1138190/,Sep 25 2019,265,"1,241",267,267,78.73%
36271,Interstellar Space: Genesis,/app/984680/,Jul 25 2019,198,523,103,103,78.72%
36272,Blooming Nightshade,/app/1148400/,Sep 6 2019,41,172,28,28,78.71%
36273,Hentai Zodiac Puzzle 2,/app/1153070/,Oct 24 2019,7,116,17,17,78.70%
36274,Rituals in the Dark,/app/1118880/,Nov 20 2019,7,84,11,11,78.70%
36275,Phucker in the Rome,/app/1164570/,Oct 25 2019,13,84,11,11,78.70%
36276,Retro Vision,/app/1013190/,Feb 5 2019,2,16,0,0,78.69%
36277,1-Bit Revival: The Residuals of Null,/app/1025480/,Mar 20 2019,3,16,0,0,78.69%
36278,灵界 Sprites（测试版）,/app/1043140/,Apr 26 2019,8,16,0,0,78.69%
36279,Singaria,/app/1115760/,Aug 2 2019,6,16,0,0,78.69%
36280,Halloween Chronicles: Evil Behind a Mask Collector's Edition,/app/1181910/,Oct 25 2019,8,16,0,0,78.69%
36281,Yuletide Legends: Who Framed Santa Claus,/app/1174500/,Dec 12 2019,39,126,19,19,78.67%
36282,Evoland Legendary Edition,/app/1020470/,Feb 7 2019,283,"1,594",352,352,78.65%
36283,Hardware Engineers,/app/485900/,Apr 22 2019,111,244,43,43,78.65%
36284,Free Running,/app/254940/,Dec 3 2019,6,67,8,8,78.65%
36285,Trapped,/app/1193990/,Dec 28 2019,4,78,10,10,78.63%
36286,Grotesque Beauty - A Horror Visual Novel,/app/1056280/,Oct 3 2019,4,37,3,3,78.60%
36287,Magicolors,/app/1090790/,Dec 14 2019,5,37,3,3,78.60%
36288,Bloody Trapland 2: Curiosity,/app/579840/,Feb 1 2019,118,629,128,128,78.59%
36289,Leanna's Slice of Life,/app/1013870/,Mar 8 2019,401,557,112,112,78.57%
36290,Down Ward,/app/904700/,Nov 10 2019,7,55,6,6,78.57%
36291,東方龍隱談 ~ Chaos of black loong,/app/915130/,Aug 16 2019,41,135,21,21,78.56%
36292,Night Lights,/app/590850/,Jun 7 2019,9,49,5,5,78.55%
36293,Disco Destruction,/app/677380/,Dec 12 2019,503,49,5,5,78.55%
36294,Super gamebear with its three girlfriends你想知道关于超级喜欢游戏的一头黑色矮小的游戏熊是如何与它的“三个后宫团女朋友”购买到GBC游戏机的吗？,/app/937020/,Jan 22 2019,5,43,4,4,78.55%
